Sweden, Live births by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 21/03/2016
Year  ARDY   Cohort       Total
1953    12-   1941+        0.00
1953    13    1940         0.00
1953    14    1939         1.09
1953    15    1938        37.69
1953    16    1937       217.61
1953    17    1936       884.89
1953    18    1935      1938.23
1953    19    1934      3061.34
1953    20    1933      4118.34
1953    21    1932      5180.63
1953    22    1931      5703.53
1953    23    1930      6128.03
1953    24    1929      6220.83
1953    25    1928      6593.90
1953    26    1927      6536.79
1953    27    1926      6580.24
1953    28    1925      6427.83
1953    29    1924      6245.37
1953    30    1923      5859.41
1953    31    1922      5376.44
1953    32    1921      5284.87
1953    33    1920      4979.17
1953    34    1919      3652.69
1953    35    1918      3393.04
1953    36    1917      3083.23
1953    37    1916      2686.29
1953    38    1915      2348.84
1953    39    1914      2026.44
1953    40    1913      1632.75
1953    41    1912      1325.09
1953    42    1911      1003.27
1953    43    1910       692.68
1953    44    1909       458.64
1953    45    1908       251.43
1953    46    1907       123.34
1953    47    1906        63.75
1953    48    1905        19.53
1953    49    1904         4.79
1953    50    1903         0.98
1953    51    1902         0.67
1953    52    1901         0.32
1953    53    1900         0.00
1953    54    1899         0.00
1953    55+   1898-        0.00
1954    12-   1942+        0.21
1954    13    1941         0.78
1954    14    1940         1.16
1954    15    1939        24.05
1954    16    1938       224.09
1954    17    1937       873.49
1954    18    1936      1906.52
1954    19    1935      2981.61
1954    20    1934      4060.51
1954    21    1933      4686.15
1954    22    1932      5487.77
1954    23    1931      5954.87
1954    24    1930      6244.68
1954    25    1929      6121.16
1954    26    1928      6361.52
1954    27    1927      6139.01
1954    28    1926      5970.47
1954    29    1925      5713.71
1954    30    1924      5468.33
1954    31    1923      5200.41
1954    32    1922      4804.84
1954    33    1921      4632.29
1954    34    1920      4380.12
1954    35    1919      3224.65
1954    36    1918      2905.29
1954    37    1917      2584.28
1954    38    1916      2150.47
1954    39    1915      1826.24
1954    40    1914      1562.12
1954    41    1913      1218.29
1954    42    1912       919.68
1954    43    1911       613.35
1954    44    1910       399.47
1954    45    1909       248.62
1954    46    1908       120.55
1954    47    1907        57.26
1954    48    1906        19.65
1954    49    1905         5.74
1954    50    1904         2.31
1954    51    1903         0.25
1954    52    1902         0.00
1954    53    1901         0.00
1954    54    1900         0.00
1954    55+   1899-        0.00
1955    12-   1943+        0.00
1955    13    1942         0.16
1955    14    1941         4.89
1955    15    1940        32.20
1955    16    1939       226.78
1955    17    1938       932.32
1955    18    1937      2024.25
1955    19    1936      3259.32
1955    20    1935      4225.37
1955    21    1934      4964.71
1955    22    1933      5433.21
1955    23    1932      6241.83
1955    24    1931      6494.51
1955    25    1930      6607.31
1955    26    1929      6394.45
1955    27    1928      6502.96
1955    28    1927      6080.54
1955    29    1926      5883.97
1955    30    1925      5569.99
1955    31    1924      5156.17
1955    32    1923      4748.26
1955    33    1922      4297.52
1955    34    1921      4149.25
1955    35    1920      3919.80
1955    36    1919      2822.68
1955    37    1918      2422.23
1955    38    1917      2112.69
1955    39    1916      1825.53
1955    40    1915      1477.42
1955    41    1914      1159.32
1955    42    1913       875.41
1955    43    1912       619.12
1955    44    1911       376.64
1955    45    1910       238.88
1955    46    1909       135.38
1955    47    1908        56.51
1955    48    1907        21.88
1955    49    1906         9.96
1955    50    1905         1.58
1955    51    1904         0.00
1955    52    1903         0.00
1955    53    1902         0.00
1955    54    1901         0.00
1955    55+   1900-        0.00
1956    12-   1944+        0.00
1956    13    1943         0.17
1956    14    1942         3.22
1956    15    1941        27.42
1956    16    1940       248.67
1956    17    1939      1017.06
1956    18    1938      2158.71
1956    19    1937      3349.39
1956    20    1936      4434.72
1956    21    1935      5144.64
1956    22    1934      5659.34
1956    23    1933      5871.34
1956    24    1932      6487.23
1956    25    1931      6648.94
1956    26    1930      6753.70
1956    27    1929      6393.41
1956    28    1928      6351.03
1956    29    1927      5751.50
1956    30    1926      5476.77
1956    31    1925      5182.05
1956    32    1924      4771.16
1956    33    1923      4310.94
1956    34    1922      3850.88
1956    35    1921      3679.27
1956    36    1920      3449.78
1956    37    1919      2435.25
1956    38    1918      2006.12
1956    39    1917      1743.47
1956    40    1916      1448.70
1956    41    1915      1126.59
1956    42    1914       832.46
1956    43    1913       577.27
1956    44    1912       375.74
1956    45    1911       209.05
1956    46    1910       113.25
1956    47    1909        49.09
1956    48    1908        15.60
1956    49    1907         4.22
1956    50    1906         1.57
1956    51    1905         0.26
1956    52    1904         0.00
1956    53    1903         0.00
1956    54    1902         0.00
1956    55+   1901-        0.00
1957    12-   1945+        0.00
1957    13    1944         0.16
1957    14    1943         4.22
1957    15    1942        43.24
1957    16    1941       280.49
1957    17    1940       995.80
1957    18    1939      2246.13
1957    19    1938      3466.39
1957    20    1937      4402.94
1957    21    1936      5136.46
1957    22    1935      5620.47
1957    23    1934      6081.88
1957    24    1933      6235.57
1957    25    1932      6646.34
1957    26    1931      6626.52
1957    27    1930      6603.43
1957    28    1929      6112.30
1957    29    1928      5950.39
1957    30    1927      5410.22
1957    31    1926      5001.89
1957    32    1925      4576.96
1957    33    1924      4171.72
1957    34    1923      3794.65
1957    35    1922      3383.76
1957    36    1921      3127.99
1957    37    1920      2873.79
1957    38    1919      2038.38
1957    39    1918      1715.91
1957    40    1917      1379.69
1957    41    1916      1083.21
1957    42    1915       818.62
1957    43    1914       579.89
1957    44    1913       359.06
1957    45    1912       222.02
1957    46    1911       108.28
1957    47    1910        49.96
1957    48    1909        16.55
1957    49    1908         2.50
1957    50    1907         0.24
1957    51    1906         0.00
1957    52    1905         0.00
1957    53    1904         0.00
1957    54    1903         0.00
1957    55+   1902-        0.00
1958    12-   1946+        0.00
1958    13    1945         0.30
1958    14    1944         6.91
1958    15    1943        42.73
1958    16    1942       289.07
1958    17    1941      1019.70
1958    18    1940      2162.94
1958    19    1939      3519.07
1958    20    1938      4540.73
1958    21    1937      5260.05
1958    22    1936      5745.73
1958    23    1935      5955.84
1958    24    1934      6327.22
1958    25    1933      6376.25
1958    26    1932      6717.29
1958    27    1931      6478.88
1958    28    1930      6192.81
1958    29    1929      5637.84
1958    30    1928      5409.32
1958    31    1927      4765.28
1958    32    1926      4388.68
1958    33    1925      4022.87
1958    34    1924      3655.38
1958    35    1923      3309.33
1958    36    1922      2873.57
1958    37    1921      2578.34
1958    38    1920      2326.86
1958    39    1919      1604.63
1958    40    1918      1302.38
1958    41    1917      1007.48
1958    42    1916       739.37
1958    43    1915       533.15
1958    44    1914       349.43
1958    45    1913       194.75
1958    46    1912        98.74
1958    47    1911        47.48
1958    48    1910        17.86
1958    49    1909         3.53
1958    50    1908         0.23
1958    51    1907         0.00
1958    52    1906         0.00
1958    53    1905         0.00
1958    54    1904         0.00
1958    55+   1903-        0.00
1959    12-   1947+        0.20
1959    13    1946         0.80
1959    14    1945         3.92
1959    15    1944        60.79
1959    16    1943       371.20
1959    17    1942      1213.47
1959    18    1941      2312.47
1959    19    1940      3426.60
1959    20    1939      4567.60
1959    21    1938      5321.22
1959    22    1937      5851.13
1959    23    1936      6312.31
1959    24    1935      6386.80
1959    25    1934      6582.42
1959    26    1933      6261.69
1959    27    1932      6360.66
1959    28    1931      6106.11
1959    29    1930      5813.54
1959    30    1929      5266.45
1959    31    1928      4869.12
1959    32    1927      4221.93
1959    33    1926      3857.25
1959    34    1925      3398.19
1959    35    1924      2990.05
1959    36    1923      2707.54
1959    37    1922      2432.48
1959    38    1921      2147.98
1959    39    1920      1831.15
1959    40    1919      1238.27
1959    41    1918       960.28
1959    42    1917       725.08
1959    43    1916       497.35
1959    44    1915       291.57
1959    45    1914       178.50
1959    46    1913       108.14
1959    47    1912        48.02
1959    48    1911        12.43
1959    49    1910         6.56
1959    50    1909         1.73
1959    51    1908         0.00
1959    52    1907         0.00
1959    53    1906         0.00
1959    54    1905         0.00
1959    55+   1904-        0.00
1960    12-   1948+        0.18
1960    13    1947         1.74
1960    14    1946         5.63
1960    15    1945        57.72
1960    16    1944       421.60
1960    17    1943      1334.89
1960    18    1942      2484.07
1960    19    1941      3473.39
1960    20    1940      4397.52
1960    21    1939      5326.10
1960    22    1938      5872.29
1960    23    1937      6203.99
1960    24    1936      6396.98
1960    25    1935      6348.93
1960    26    1934      6324.71
1960    27    1933      6035.93
1960    28    1932      6004.08
1960    29    1931      5518.59
1960    30    1930      5016.83
1960    31    1929      4491.14
1960    32    1928      4253.11
1960    33    1927      3591.80
1960    34    1926      3243.07
1960    35    1925      2943.61
1960    36    1924      2563.21
1960    37    1923      2187.56
1960    38    1922      1865.04
1960    39    1921      1697.01
1960    40    1920      1458.83
1960    41    1919       896.94
1960    42    1918       685.37
1960    43    1917       485.53
1960    44    1916       300.84
1960    45    1915       177.38
1960    46    1914        90.06
1960    47    1913        43.55
1960    48    1912        16.79
1960    49    1911         2.01
1960    50    1910         0.67
1960    51    1909         0.33
1960    52    1908         0.00
1960    53    1907         0.00
1960    54    1906         0.00
1960    55+   1905-        0.00
1961    12-   1949+        0.17
1961    13    1948         1.78
1961    14    1947         4.35
1961    15    1946        48.85
1961    16    1945       421.59
1961    17    1944      1495.56
1961    18    1943      2806.33
1961    19    1942      3927.16
1961    20    1941      4603.02
1961    21    1940      5281.05
1961    22    1939      6172.02
1961    23    1938      6508.12
1961    24    1937      6773.41
1961    25    1936      6859.62
1961    26    1935      6475.21
1961    27    1934      6275.72
1961    28    1933      5790.88
1961    29    1932      5565.20
1961    30    1931      5123.95
1961    31    1930      4642.52
1961    32    1929      3993.78
1961    33    1928      3681.05
1961    34    1927      3119.48
1961    35    1926      2794.53
1961    36    1925      2537.25
1961    37    1924      2202.44
1961    38    1923      1830.03
1961    39    1922      1558.88
1961    40    1921      1346.43
1961    41    1920      1038.75
1961    42    1919       603.52
1961    43    1918       441.95
1961    44    1917       266.53
1961    45    1916       144.08
1961    46    1915        88.12
1961    47    1914        51.68
1961    48    1913        18.00
1961    49    1912         5.39
1961    50    1911         2.35
1961    51    1910         0.25
1961    52    1909         0.00
1961    53    1908         0.00
1961    54    1907         0.00
1961    55+   1906-        0.00
1962    12-   1950+        0.00
1962    13    1949         0.15
1962    14    1948         5.10
1962    15    1947        59.77
1962    16    1946       472.20
1962    17    1945      1580.50
1962    18    1944      3157.73
1962    19    1943      4553.38
1962    20    1942      5331.05
1962    21    1941      5735.59
1962    22    1940      6186.20
1962    23    1939      6862.29
1962    24    1938      7125.24
1962    25    1937      7095.59
1962    26    1936      6898.85
1962    27    1935      6369.99
1962    28    1934      5842.48
1962    29    1933      5291.30
1962    30    1932      5092.83
1962    31    1931      4523.22
1962    32    1930      4078.62
1962    33    1929      3540.45
1962    34    1928      3251.35
1962    35    1927      2745.82
1962    36    1926      2377.28
1962    37    1925      2076.09
1962    38    1924      1780.13
1962    39    1923      1470.58
1962    40    1922      1177.24
1962    41    1921       944.46
1962    42    1920       720.08
1962    43    1919       400.24
1962    44    1918       262.58
1962    45    1917       149.78
1962    46    1916        65.03
1962    47    1915        32.43
1962    48    1914        19.21
1962    49    1913         7.21
1962    50    1912         0.96
1962    51    1911         0.68
1962    52    1910         0.32
1962    53    1909         0.00
1962    54    1908         0.00
1962    55+   1907-        0.00
1963    12-   1951+        0.00
1963    13    1950         0.30
1963    14    1949         5.98
1963    15    1948        62.88
1963    16    1947       486.35
1963    17    1946      1637.62
1963    18    1945      3293.74
1963    19    1944      4919.85
1963    20    1943      5976.30
1963    21    1942      6425.92
1963    22    1941      6631.79
1963    23    1940      7043.89
1963    24    1939      7636.36
1963    25    1938      7668.23
1963    26    1937      7322.90
1963    27    1936      6870.93
1963    28    1935      6210.66
1963    29    1934      5707.93
1963    30    1933      5043.69
1963    31    1932      4686.20
1963    32    1931      4183.15
1963    33    1930      3753.60
1963    34    1929      3131.81
1963    35    1928      2809.10
1963    36    1927      2416.86
1963    37    1926      2072.24
1963    38    1925      1739.27
1963    39    1924      1430.98
1963    40    1923      1162.81
1963    41    1922       923.71
1963    42    1921       661.70
1963    43    1920       452.63
1963    44    1919       251.93
1963    45    1918       145.34
1963    46    1917        73.20
1963    47    1916        45.30
1963    48    1915        13.53
1963    49    1914         3.48
1963    50    1913         0.84
1963    51    1912         0.00
1963    52    1911         0.00
1963    53    1910         0.00
1963    54    1909         0.00
1963    55+   1908-        0.00
1964    12-   1952+        0.00
1964    13    1951         0.14
1964    14    1950         7.66
1964    15    1949        84.75
1964    16    1948       545.75
1964    17    1947      1810.69
1964    18    1946      3652.17
1964    19    1945      5459.01
1964    20    1944      6845.40
1964    21    1943      7512.40
1964    22    1942      7835.64
1964    23    1941      7702.29
1964    24    1940      7882.25
1964    25    1939      8504.12
1964    26    1938      8132.27
1964    27    1937      7455.10
1964    28    1936      6892.12
1964    29    1935      6068.08
1964    30    1934      5495.75
1964    31    1933      4775.48
1964    32    1932      4409.29
1964    33    1931      3913.70
1964    34    1930      3391.21
1964    35    1929      2844.33
1964    36    1928      2508.23
1964    37    1927      2048.73
1964    38    1926      1760.30
1964    39    1925      1456.32
1964    40    1924      1156.72
1964    41    1923       883.66
1964    42    1922       653.19
1964    43    1921       449.18
1964    44    1920       289.87
1964    45    1919       137.11
1964    46    1918        60.65
1964    47    1917        23.38
1964    48    1916        10.87
1964    49    1915         4.34
1964    50    1914         1.59
1964    51    1913         0.26
1964    52    1912         0.00
1964    53    1911         0.00
1964    54    1910         0.00
1964    55+   1909-        0.00
1965    12-   1953+        0.00
1965    13    1952         0.14
1965    14    1951         8.10
1965    15    1950        72.85
1965    16    1949       524.93
1965    17    1948      1931.28
1965    18    1947      3707.62
1965    19    1946      5519.79
1965    20    1945      6869.96
1965    21    1944      8093.76
1965    22    1943      8586.86
1965    23    1942      8476.35
1965    24    1941      8048.48
1965    25    1940      8020.55
1965    26    1939      8166.39
1965    27    1938      7543.91
1965    28    1937      6859.69
1965    29    1936      6091.76
1965    30    1935      5226.73
1965    31    1934      4566.79
1965    32    1933      4001.73
1965    33    1932      3672.32
1965    34    1931      3195.98
1965    35    1930      2847.37
1965    36    1929      2323.37
1965    37    1928      2061.18
1965    38    1927      1639.67
1965    39    1926      1323.74
1965    40    1925      1082.46
1965    41    1924       806.19
1965    42    1923       589.64
1965    43    1922       389.96
1965    44    1921       267.09
1965    45    1920       177.42
1965    46    1919        66.51
1965    47    1918        25.49
1965    48    1917        11.39
1965    49    1916         7.22
1965    50    1915         1.33
1965    51    1914         0.00
1965    52    1913         0.00
1965    53    1912         0.00
1965    54    1911         0.00
1965    55+   1910-        0.00
1966    12-   1954+        0.00
1966    13    1953         0.47
1966    14    1952         7.12
1966    15    1951        59.82
1966    16    1950       516.72
1966    17    1949      1829.91
1966    18    1948      3737.08
1966    19    1947      5568.99
1966    20    1946      7047.58
1966    21    1945      8007.42
1966    22    1944      8910.34
1966    23    1943      9029.93
1966    24    1942      8736.10
1966    25    1941      8352.87
1966    26    1940      7984.55
1966    27    1939      7788.40
1966    28    1938      6846.26
1966    29    1937      6052.45
1966    30    1936      5366.76
1966    31    1935      4492.56
1966    32    1934      3947.20
1966    33    1933      3335.43
1966    34    1932      3039.60
1966    35    1931      2641.64
1966    36    1930      2290.58
1966    37    1929      1863.09
1966    38    1928      1573.09
1966    39    1927      1254.13
1966    40    1926      1008.35
1966    41    1925       733.77
1966    42    1924       519.34
1966    43    1923       343.92
1966    44    1922       209.88
1966    45    1921       142.68
1966    46    1920        78.47
1966    47    1919        22.56
1966    48    1918         8.88
1966    49    1917         5.29
1966    50    1916         0.77
1966    51    1915         0.00
1966    52    1914         0.00
1966    53    1913         0.00
1966    54    1912         0.00
1966    55+   1911-        0.00
1967    12-   1955+        0.00
1967    13    1954         0.44
1967    14    1953         8.68
1967    15    1952        59.77
1967    16    1951       437.77
1967    17    1950      1608.86
1967    18    1949      3428.54
1967    19    1948      5282.64
1967    20    1947      6691.83
1967    21    1946      7843.92
1967    22    1945      8667.03
1967    23    1944      9393.80
1967    24    1943      9332.14
1967    25    1942      8946.36
1967    26    1941      8063.20
1967    27    1940      7359.38
1967    28    1939      7103.02
1967    29    1938      6144.07
1967    30    1937      5102.62
1967    31    1936      4438.93
1967    32    1935      3778.49
1967    33    1934      3227.50
1967    34    1933      2718.81
1967    35    1932      2468.96
1967    36    1931      2093.19
1967    37    1930      1752.84
1967    38    1929      1402.58
1967    39    1928      1184.65
1967    40    1927       910.48
1967    41    1926       674.34
1967    42    1925       469.30
1967    43    1924       329.82
1967    44    1923       207.76
1967    45    1922       118.00
1967    46    1921        61.89
1967    47    1920        31.12
1967    48    1919        11.77
1967    49    1918         3.65
1967    50    1917         1.59
1967    51    1916         0.26
1967    52    1915         0.00
1967    53    1914         0.00
1967    54    1913         0.00
1967    55+   1912-        0.00
1968    12-   1956+        0.00
1968    13    1955         0.15
1968    14    1954         7.23
1968    15    1953        61.27
1968    16    1952       369.21
1968    17    1951      1347.22
1968    18    1950      2791.17
1968    19    1949      4359.25
1968    20    1948      5812.41
1968    21    1947      6859.83
1968    22    1946      8035.98
1968    23    1945      8778.59
1968    24    1944      9199.26
1968    25    1943      9103.11
1968    26    1942      8359.00
1968    27    1941      7219.02
1968    28    1940      6402.87
1968    29    1939      5903.12
1968    30    1938      5015.56
1968    31    1937      4243.49
1968    32    1936      3564.80
1968    33    1935      2940.79
1968    34    1934      2539.81
1968    35    1933      2112.92
1968    36    1932      1881.17
1968    37    1931      1576.33
1968    38    1930      1312.40
1968    39    1929      1007.72
1968    40    1928       780.53
1968    41    1927       557.29
1968    42    1926       398.20
1968    43    1925       239.71
1968    44    1924       157.91
1968    45    1923        85.61
1968    46    1922        33.73
1968    47    1921        15.98
1968    48    1920         7.20
1968    49    1919         4.44
1968    50    1918         2.47
1968    51    1917         0.25
1968    52    1916         0.00
1968    53    1915         0.00
1968    54    1914         0.00
1968    55+   1913-        0.00
1969    12-   1957+        0.00
1969    13    1956         0.46
1969    14    1955         7.69
1969    15    1954        45.72
1969    16    1953       307.42
1969    17    1952      1068.38
1969    18    1951      2277.00
1969    19    1950      3641.11
1969    20    1949      4997.21
1969    21    1948      6315.74
1969    22    1947      7425.25
1969    23    1946      8378.38
1969    24    1945      8852.24
1969    25    1944      9221.81
1969    26    1943      8664.92
1969    27    1942      7516.59
1969    28    1941      6428.47
1969    29    1940      5573.52
1969    30    1939      4957.73
1969    31    1938      4143.12
1969    32    1937      3480.33
1969    33    1936      2879.94
1969    34    1935      2346.44
1969    35    1934      1941.43
1969    36    1933      1557.73
1969    37    1932      1411.91
1969    38    1931      1146.23
1969    39    1930       894.33
1969    40    1929       686.94
1969    41    1928       556.90
1969    42    1927       346.79
1969    43    1926       220.78
1969    44    1925       162.48
1969    45    1924        89.86
1969    46    1923        42.51
1969    47    1922        19.86
1969    48    1921         9.89
1969    49    1920         4.45
1969    50    1919         0.44
1969    51    1918         0.00
1969    52    1917         0.00
1969    53    1916         0.00
1969    54    1915         0.00
1969    55+   1914-        0.00
1970    12-   1958+        0.00
1970    13    1957         0.00
1970    14    1956         8.00
1970    15    1955        55.00
1970    16    1954       347.00
1970    17    1953      1131.00
1970    18    1952      2191.00
1970    19    1951      3333.00
1970    20    1950      4658.00
1970    21    1949      6127.00
1970    22    1948      7531.00
1970    23    1947      8494.00
1970    24    1946      9448.00
1970    25    1945      9389.00
1970    26    1944      9485.00
1970    27    1943      8652.00
1970    28    1942      7168.00
1970    29    1941      5734.00
1970    30    1940      4884.00
1970    31    1939      4208.00
1970    32    1938      3528.00
1970    33    1937      2805.00
1970    34    1936      2376.00
1970    35    1935      1904.00
1970    36    1934      1599.00
1970    37    1933      1296.00
1970    38    1932      1068.00
1970    39    1931       870.00
1970    40    1930       603.00
1970    41    1929       487.00
1970    42    1928       320.00
1970    43    1927       202.00
1970    44    1926       126.00
1970    45    1925        71.00
1970    46    1924        51.00
1970    47    1923        15.00
1970    48    1922        10.00
1970    49    1921         5.00
1970    50    1920         0.00
1970    51    1919         0.00
1970    52    1918         1.00
1970    53    1917         0.00
1970    54    1916         0.00
1970    55+   1915-        0.00
1971    12-   1959+        0.00
1971    13    1958         3.00
1971    14    1957         6.00
1971    15    1956        71.00
1971    16    1955       312.00
1971    17    1954      1083.00
1971    18    1953      2210.00
1971    19    1952      3467.00
1971    20    1951      4709.00
1971    21    1950      6143.00
1971    22    1949      7559.00
1971    23    1948      8844.00
1971    24    1947      9556.00
1971    25    1946     10066.00
1971    26    1945      9977.00
1971    27    1944      9143.00
1971    28    1943      8041.00
1971    29    1942      6581.00
1971    30    1941      5246.00
1971    31    1940      4241.00
1971    32    1939      3649.00
1971    33    1938      3035.00
1971    34    1937      2407.00
1971    35    1936      1955.00
1971    36    1935      1519.00
1971    37    1934      1248.00
1971    38    1933       919.00
1971    39    1932       798.00
1971    40    1931       588.00
1971    41    1930       442.00
1971    42    1929       277.00
1971    43    1928       205.00
1971    44    1927       125.00
1971    45    1926        67.00
1971    46    1925        25.00
1971    47    1924        11.00
1971    48    1923         6.00
1971    49    1922         3.00
1971    50    1921         0.00
1971    51    1920         0.00
1971    52    1919         0.00
1971    53    1918         1.00
1971    54    1917         0.00
1971    55+   1916-        0.00
1972    12-   1960+        0.00
1972    13    1959         1.00
1972    14    1958         6.00
1972    15    1957        47.00
1972    16    1956       320.00
1972    17    1955      1074.00
1972    18    1954      2042.00
1972    19    1953      3323.00
1972    20    1952      4550.00
1972    21    1951      5718.00
1972    22    1950      7111.00
1972    23    1949      8358.00
1972    24    1948      9253.00
1972    25    1947      9763.00
1972    26    1946      9684.00
1972    27    1945      9286.00
1972    28    1944      8366.00
1972    29    1943      7077.00
1972    30    1942      5791.00
1972    31    1941      4314.00
1972    32    1940      3533.00
1972    33    1939      2938.00
1972    34    1938      2309.00
1972    35    1937      1830.00
1972    36    1936      1438.00
1972    37    1935      1134.00
1972    38    1934       943.00
1972    39    1933       666.00
1972    40    1932       537.00
1972    41    1931       388.00
1972    42    1930       273.00
1972    43    1929       180.00
1972    44    1928        90.00
1972    45    1927        48.00
1972    46    1926        24.00
1972    47    1925        10.00
1972    48    1924         8.00
1972    49    1923         0.00
1972    50    1922         0.00
1972    51    1921         0.00
1972    52    1920         0.00
1972    53    1919         0.00
1972    54    1918         0.00
1972    55+   1917-        0.00
1973    12-   1961+        0.00
1973    13    1960         1.00
1973    14    1959         3.00
1973    15    1958        52.00
1973    16    1957       276.00
1973    17    1956       978.00
1973    18    1955      1960.00
1973    19    1954      2933.00
1973    20    1953      4424.00
1973    21    1952      5650.00
1973    22    1951      6590.00
1973    23    1950      7689.00
1973    24    1949      8787.00
1973    25    1948      9196.00
1973    26    1947      9458.00
1973    27    1946      9116.00
1973    28    1945      8318.00
1973    29    1944      7540.00
1973    30    1943      6106.00
1973    31    1942      4783.00
1973    32    1941      3514.00
1973    33    1940      2772.00
1973    34    1939      2427.00
1973    35    1938      1882.00
1973    36    1937      1482.00
1973    37    1936      1071.00
1973    38    1935       855.00
1973    39    1934       617.00
1973    40    1933       449.00
1973    41    1932       320.00
1973    42    1931       209.00
1973    43    1930       135.00
1973    44    1929        91.00
1973    45    1928        48.00
1973    46    1927        30.00
1973    47    1926        17.00
1973    48    1925         7.00
1973    49    1924         2.00
1973    50    1923         0.00
1973    51    1922         0.00
1973    52    1921         0.00
1973    53    1920         0.00
1973    54    1919         0.00
1973    55+   1918-        0.00
1974    12-   1962+        0.00
1974    13    1961         0.00
1974    14    1960         6.00
1974    15    1959        34.00
1974    16    1958       243.00
1974    17    1957       892.00
1974    18    1956      1880.00
1974    19    1955      3234.00
1974    20    1954      4449.00
1974    21    1953      5588.00
1974    22    1952      6630.00
1974    23    1951      7454.00
1974    24    1950      8280.00
1974    25    1949      8977.00
1974    26    1948      9319.00
1974    27    1947      8999.00
1974    28    1946      8426.00
1974    29    1945      7465.00
1974    30    1944      6422.00
1974    31    1943      5272.00
1974    32    1942      3988.00
1974    33    1941      2982.00
1974    34    1940      2298.00
1974    35    1939      1884.00
1974    36    1938      1485.00
1974    37    1937      1071.00
1974    38    1936       880.00
1974    39    1935       620.00
1974    40    1934       469.00
1974    41    1933       327.00
1974    42    1932       205.00
1974    43    1931       119.00
1974    44    1930        77.00
1974    45    1929        38.00
1974    46    1928        20.00
1974    47    1927        10.00
1974    48    1926         1.00
1974    49    1925         1.00
1974    50    1924         0.00
1974    51    1923         0.00
1974    52    1922         0.00
1974    53    1921         0.00
1974    54    1920         0.00
1974    55+   1919-        0.00
1975    12-   1963+        0.00
1975    13    1962         0.00
1975    14    1961         7.00
1975    15    1960        36.00
1975    16    1959       237.00
1975    17    1958       741.00
1975    18    1957      1665.00
1975    19    1956      2918.00
1975    20    1955      4056.00
1975    21    1954      4999.00
1975    22    1953      6207.00
1975    23    1952      7005.00
1975    24    1951      7331.00
1975    25    1950      8440.00
1975    26    1949      8678.00
1975    27    1948      8455.00
1975    28    1947      7906.00
1975    29    1946      7295.00
1975    30    1945      6190.00
1975    31    1944      5323.00
1975    32    1943      4181.00
1975    33    1942      3109.00
1975    34    1941      2381.00
1975    35    1940      1747.00
1975    36    1939      1410.00
1975    37    1938      1038.00
1975    38    1937       757.00
1975    39    1936       568.00
1975    40    1935       407.00
1975    41    1934       250.00
1975    42    1933       179.00
1975    43    1932       110.00
1975    44    1931        68.00
1975    45    1930        33.00
1975    46    1929        17.00
1975    47    1928         5.00
1975    48    1927         7.00
1975    49    1926         2.00
1975    50    1925         0.00
1975    51    1924         0.00
1975    52    1923         0.00
1975    53    1922         1.00
1975    54    1921         0.00
1975    55+   1920-        0.00
1976    12-   1964+        0.00
1976    13    1963         0.00
1976    14    1962         4.00
1976    15    1961        31.00
1976    16    1960       163.00
1976    17    1959       615.00
1976    18    1958      1402.00
1976    19    1957      2501.00
1976    20    1956      3879.00
1976    21    1955      4730.00
1976    22    1954      5521.00
1976    23    1953      6295.00
1976    24    1952      7009.00
1976    25    1951      7541.00
1976    26    1950      7887.00
1976    27    1949      8145.00
1976    28    1948      7529.00
1976    29    1947      6951.00
1976    30    1946      6027.00
1976    31    1945      5127.00
1976    32    1944      4291.00
1976    33    1943      3348.00
1976    34    1942      2616.00
1976    35    1941      1893.00
1976    36    1940      1351.00
1976    37    1939      1119.00
1976    38    1938       808.00
1976    39    1937       561.00
1976    40    1936       419.00
1976    41    1935       245.00
1976    42    1934       160.00
1976    43    1933       111.00
1976    44    1932        63.00
1976    45    1931        36.00
1976    46    1930        18.00
1976    47    1929        13.00
1976    48    1928         1.00
1976    49    1927         1.00
1976    50    1926         1.00
1976    51    1925         0.00
1976    52    1924         0.00
1976    53    1923         0.00
1976    54    1922         0.00
1976    55+   1921-        0.00
1977    12-   1965+        0.00
1977    13    1964         1.00
1977    14    1963         3.00
1977    15    1962        40.00
1977    16    1961       153.00
1977    17    1960       501.00
1977    18    1959      1168.00
1977    19    1958      2246.00
1977    20    1957      3499.00
1977    21    1956      4590.00
1977    22    1955      5409.00
1977    23    1954      5983.00
1977    24    1953      6872.00
1977    25    1952      7336.00
1977    26    1951      7469.00
1977    27    1950      7564.00
1977    28    1949      7316.00
1977    29    1948      6968.00
1977    30    1947      6169.00
1977    31    1946      5214.00
1977    32    1945      4286.00
1977    33    1944      3568.00
1977    34    1943      2708.00
1977    35    1942      2056.00
1977    36    1941      1456.00
1977    37    1940      1096.00
1977    38    1939       816.00
1977    39    1938       598.00
1977    40    1937       400.00
1977    41    1936       277.00
1977    42    1935       150.00
1977    43    1934       114.00
1977    44    1933        54.00
1977    45    1932        40.00
1977    46    1931        12.00
1977    47    1930         6.00
1977    48    1929         2.00
1977    49    1928         1.00
1977    50    1927         0.00
1977    51    1926         1.00
1977    52    1925         0.00
1977    53    1924         0.00
1977    54    1923         0.00
1977    55+   1922-        0.00
1978    12-   1966+        0.00
1978    13    1965         0.00
1978    14    1964         7.00
1978    15    1963        35.00
